Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
billboard,@billboard,2024-04-04T01:25:30.000Z,True,Watch TOMORROW X TOGETHER Bring ‘Deja Vu’ to ‘Kelly Clarkson Show’,7,294,569,19K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775696160373583962,tweet_id:1775696160373583962
MMCrypto,@MMCrypto,2024-04-03T02:04:35.000Z,True,It’s not that no one told you.,246,130,1.1K,134K,[],[],[],https://pbs.twimg.com/profile_images/1460483211503489025/6bR8fHXl_normal.jpg,https://twitter.com/MMCrypto/status/1775343607974875163,tweet_id:1775343607974875163
President Biden,@POTUS,2024-04-03T15:15:00.000Z,True,"If the prior administration and extreme Republicans in Congress had succeeded in gutting the ACA, 45 million people nationwide would have lost their health insurance.",1.8K,1.5K,4.7K,558K,[],[],[],https://pbs.twimg.com/profile_images/1380530524779859970/TfwVAbyX_normal.jpg,https://twitter.com/POTUS/status/1775542526490906746,tweet_id:1775542526490906746
dash,@chromaticawins,2024-04-04T01:03:11.000Z,False,HELLOOO HAVE WE EVER SEEN THIS?,3,10,193,3.6K,[],[],[],https://pbs.twimg.com/profile_images/1723209951257018368/K6yHN_Jh_normal.jpg,https://twitter.com/chromaticawins/status/1775690545504882702,tweet_id:1775690545504882702
alfonso ☼ ⋆｡˚⋆ฺ,@ctrlalfonso,2024-04-02T22:51:58.000Z,True,which album is making more noise this Friday?,117,77,800,56K,[],[],[],https://pbs.twimg.com/profile_images/1630743882022682624/wLMGBrn9_normal.jpg,https://twitter.com/ctrlalfonso/status/1775295136018182465,tweet_id:1775295136018182465
Nicki Minaj,@NICKIMINAJ,2024-04-04T01:33:22.000Z,True,Barbz since yall like yappyity yapping i took screenshots of who been on here. Yall asses report to station head I’m doing a #GAGCITY GIVEAWAY right now. In 10 mins. Who wanna win tickets?!?!!!🎫 🎟️ LET’S GO!!!!!!!!! Should I give away 50 tickets or 25 winners get a plus 1?,917,816,3K,304K,['#GAGCITY'],[],"['\\U0001f3ab', '\\U0001f39f\\ufe0f']",https://pbs.twimg.com/profile_images/1717601605833695232/tmJ6cbTv_normal.jpg,https://twitter.com/NICKIMINAJ/status/1775698142584873008,tweet_id:1775698142584873008
athena #1 little league stan,@go1ngoverdrive,2024-04-03T22:04:43.000Z,False,so about the cake! do we think conan would be proud 🥰,25,6,174,5.1K,[],[],['\\U0001f970'],https://pbs.twimg.com/profile_images/1775339453625593856/szhO0Fx4_normal.jpg,https://twitter.com/go1ngoverdrive/status/1775645635036721568,tweet_id:1775645635036721568
Andrew Tate,@Cobratate,2023-04-03T13:12:57.000Z,True,"I remember this. I remember him withdrawing me from the tournament when I was 6 years old.

I beat the first two adults, then lost 3 in a row.

I asked: Will I be able to beat them at chess when Im grown up?

He replied: Son, once youre grown up, youll beat anyone at anything",1.2K,6.1K,102K,10M,[],[],[],https://pbs.twimg.com/profile_images/1728837013023895552/nCHrdjlh_normal.jpg,https://twitter.com/Cobratate/status/1642877849072803842,tweet_id:1642877849072803842
Bitcoin Magazine,@BitcoinMagazine,2024-04-02T20:23:22.000Z,True,The #Bitcoin halving is now only about 17 days away 👀,467,1.5K,6.9K,298K,['#Bitcoin'],[],['\\U0001f440'],https://pbs.twimg.com/profile_images/1444022922377576453/AzvXYXGr_normal.jpg,https://twitter.com/BitcoinMagazine/status/1775257738320244795,tweet_id:1775257738320244795
NASA,@NASA,2024-04-03T22:15:00.000Z,True,All eyes are on the sky on April 8 for the total solar #eclipse! Did you know you can help us @DoNASAScience while experiencing the big event? Listen in from @NASASun scientists in this episode of our Curious Universe podcast:https://go.nasa.gov/4aie3cf,70,163,883,357K,['#eclipse'],"['@DoNASAScience', '@NASASun']",[],https://pbs.twimg.com/profile_images/1321163587679784960/0ZxKlEKB_normal.jpg,https://twitter.com/NASA/status/1775648222695841870,tweet_id:1775648222695841870
billboard,@billboard,2024-04-03T09:50:05.000Z,True,R.I.P. Gale Sparrow.,7,7,60,24K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775460754793144685,tweet_id:1775460754793144685
BITCOINLFG®,@bitcoinlfgo,2024-04-03T07:29:06.000Z,True,"#BITCOIN WILL HIT $100,000 IN NEXT 3 MONTHS OR I AM DELETING MY "" X "" ACCOUNT",199,431,1.9K,66K,['#BITCOIN'],[],[],https://pbs.twimg.com/profile_images/1615632961260630016/xalL53Zd_normal.jpg,https://twitter.com/bitcoinlfgo/status/1775425278652920098,tweet_id:1775425278652920098
Binance,@binance,2024-04-02T08:41:58.000Z,True,Trading is now live for @ethena_labs $ENA on #Binance➡️ https://binance.com/en/trade/ENA_USDT?type=spot&ref=AZTKZ9XS&utm_source=BinanceTwitter&utm_medium=GlobalSocial&utm_campaign=GlobalSocial…,443,262,1.5K,251K,['#Binance'],['@ethena_labs'],['\\u27a1\\ufe0f'],https://pbs.twimg.com/profile_images/1744289390736613378/alcfxov3_normal.jpg,https://twitter.com/binance/status/1775081228590330304,tweet_id:1775081228590330304
Altcoin Daily,@AltcoinDailyio,2024-04-03T05:55:12.000Z,True,Vechain’s importance isn’t talked about enough. $VET,320,259,1.4K,238K,[],[],[],https://pbs.twimg.com/profile_images/1477451940611035136/hQByG8MW_normal.png,https://twitter.com/AltcoinDailyio/status/1775401645020737725,tweet_id:1775401645020737725
Vic,@Vic_Mmendez2797,2024-04-04T00:42:18.000Z,False,¿Cuál es el mejor video de Shakira y por qué?,63,18,327,11K,[],[],[],https://pbs.twimg.com/profile_images/1775486959164506112/-slWK4XU_normal.jpg,https://twitter.com/Vic_Mmendez2797/status/1775685290578833540,tweet_id:1775685290578833540
President Biden,@POTUS,2024-04-03T19:30:00.000Z,True,"Inhalers cost less than $5 to make.

But drug companies charge Americans up to $600 to increase their profits.

My Administration has been cracking down on Big Pharma – and now, three of the four largest inhaler manufacturers are capping out-of-pocket costs at $35.",2.2K,3.3K,11K,709K,[],[],[],https://pbs.twimg.com/profile_images/1380530524779859970/TfwVAbyX_normal.jpg,https://twitter.com/POTUS/status/1775606698171904225,tweet_id:1775606698171904225
BBC News (World),@BBCWorld,2024-04-02T05:49:51.000Z,True,Lulu: I don't speak before 12 noon. I'm not lying,56,33,104,144K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1775037911890546995,tweet_id:1775037911890546995
aceitunas,@struggleliv,2024-04-02T17:38:00.000Z,False,como mi amor? daily?,1,1,45,3.1K,[],[],[],https://pbs.twimg.com/profile_images/1671304372142088192/9ah6ZMWl_normal.jpg,https://twitter.com/struggleliv/status/1775216122935025988,tweet_id:1775216122935025988
Olivia Rodrigo Daily,@DailyRodrigo,2024-04-02T18:05:34.000Z,True,teniamos que recordarles que somos latinas ig,0,0,21,2.4K,[],[],[],https://pbs.twimg.com/profile_images/1760670996053516288/9g97hZu2_normal.jpg,https://twitter.com/DailyRodrigo/status/1775223061534388510,tweet_id:1775223061534388510
diana found heaven,@k1dkrowmp3,2024-04-03T22:02:20.000Z,False,GUYS. HE ANSWERED MY QUESTION IM GONNA CRYYY I LOVE THIS MAN SO MUCH,11,2,54,1.8K,[],[],[],https://pbs.twimg.com/profile_images/1756050311649656832/WaeyeUXB_normal.jpg,https://twitter.com/k1dkrowmp3/status/1775645031589609755,tweet_id:1775645031589609755
Play That Pop,@PlayThatPop,2024-04-03T10:12:02.000Z,True,The category is : most controversial music videos,391,500,4.3K,315K,[],[],[],https://pbs.twimg.com/profile_images/1710665070441545728/Yvs4qj4K_normal.jpg,https://twitter.com/PlayThatPop/status/1775466279383531684,tweet_id:1775466279383531684
Joe Biden,@JoeBiden,2024-04-02T12:10:05.000Z,True,Polls are opening up in states across the country. Head to http://IWillVote.com to confirm your polling place.,1.9K,1.7K,5.4K,557K,[],[],[],https://pbs.twimg.com/profile_images/1308769664240160770/AfgzWVE7_normal.jpg,https://twitter.com/JoeBiden/status/1775133602537210212,tweet_id:1775133602537210212
Crypto Rover,@rovercrc,2024-04-03T18:04:00.000Z,True,The final deadline for 7 Spot #Ethereum ETFs is in 50 days!,99,88,495,28K,['#Ethereum'],[],[],https://pbs.twimg.com/profile_images/1644208356523909122/M6D7PfWS_normal.jpg,https://twitter.com/rovercrc/status/1775585053948465176,tweet_id:1775585053948465176
kiri found heaven ✪,@kidkrowvinyls,2024-04-03T22:23:15.000Z,False,CAN YOU GUYS GIVE ME A RUNDOWN ON EVERYTHING HE SAID ABOUT THE UNRELEASED TRACKS,14,1,166,5.9K,[],[],[],https://pbs.twimg.com/profile_images/1775679091292909568/rAw6aREF_normal.jpg,https://twitter.com/kidkrowvinyls/status/1775650297748304108,tweet_id:1775650297748304108
BBC News (World),@BBCWorld,2024-04-04T02:05:03.000Z,True,Google looks to AI paywall option - report,31,7,36,52K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1775706114706805056,tweet_id:1775706114706805056
billboard,@billboard,2024-04-03T20:12:18.000Z,True,Solar Eclipse 2024: How to Watch & Stream Live from Anywhere,4,22,66,20K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775617344514973831,tweet_id:1775617344514973831
MERCEDEZ,@TheMercedezA,2024-04-02T06:14:00.000Z,False,"GagCity was everything!!! Nicki, Monica, and 50 cent did what needed to be done!!! 💕 #gagcitydc",15,215,1.6K,97K,['#gagcitydc'],[],['\\U0001f495'],https://pbs.twimg.com/profile_images/1745536792772726784/2F7Arq7W_normal.jpg,https://twitter.com/TheMercedezA/status/1775043989399335377,tweet_id:1775043989399335377
NASA,@NASA,2024-04-03T20:01:15.000Z,True,"LIVE NOW: How will future @NASAArtemis astronauts drive across the surface of the Moon?

We're announcing the companies that will advance the capabilities of the lunar terrain vehicle, a rover for exploration during the #Artemis V missions and beyond.",150,316,1.4K,838K,['#Artemis'],['@NASAArtemis'],[],https://pbs.twimg.com/profile_images/1321163587679784960/0ZxKlEKB_normal.jpg,https://twitter.com/NASA/status/1775614563586879642,tweet_id:1775614563586879642
Binance,@binance,2024-04-02T10:00:04.000Z,True,"Time to supply you with some crypto knowledge.

Literally.

Maximum, total, and circulating supply explained 👇",403,376,1.4K,189K,[],[],['\\U0001f447'],https://pbs.twimg.com/profile_images/1744289390736613378/alcfxov3_normal.jpg,https://twitter.com/binance/status/1775100882209714195,tweet_id:1775100882209714195
Eric Farraro,@EFarraro,2024-04-04T01:33:59.000Z,True,"For anyone who received a checkmark today, you can earn money for the stuff you're already posting. No extra effort required.

Apply to be monetized in Settings > Monetization",98,27,236,38K,[],[],[],https://pbs.twimg.com/profile_images/1313628941794516992/MxJTCvzf_normal.jpg,https://twitter.com/EFarraro/status/1775698295219957969,tweet_id:1775698295219957969
Binance,@binance,2024-04-03T18:00:32.000Z,True,"Explore new taker fee promotions on #Binance! 

You can now trade $USDC spot and margin trading pairs to enjoy discounted taker fees from 10 April, 2024.  

Learn more ⤵️",236,187,604,126K,['#Binance'],[],['\\u2935\\ufe0f'],https://pbs.twimg.com/profile_images/1744289390736613378/alcfxov3_normal.jpg,https://twitter.com/binance/status/1775584183894589810,tweet_id:1775584183894589810
President Biden,@POTUS,2024-04-03T15:59:20.000Z,True,Tune in as I deliver remarks on lowering health care costs for Americans.,1K,644,2.2K,318K,[],[],[],https://pbs.twimg.com/profile_images/1380530524779859970/TfwVAbyX_normal.jpg,https://twitter.com/POTUS/status/1775553680520991227,tweet_id:1775553680520991227
Nicki Minaj,@NICKIMINAJ,2024-04-03T08:00:35.000Z,True,Oh this is EXTREMELY  GAGGY babe,214,2.7K,30K,998K,[],[],[],https://pbs.twimg.com/profile_images/1717601605833695232/tmJ6cbTv_normal.jpg,https://twitter.com/NICKIMINAJ/status/1775433201793601787,tweet_id:1775433201793601787
Cardi B,@iamcardib,2024-04-03T18:30:52.000Z,True,Like what ?,571,864,10K,779K,[],[],[],https://pbs.twimg.com/profile_images/1767309806073704448/biHbGkLx_normal.jpg,https://twitter.com/iamcardib/status/1775591814734500001,tweet_id:1775591814734500001
BBC News (World),@BBCWorld,2024-04-03T21:29:13.000Z,True,Truck crash spills live salmon into wrong Oregon river,57,57,177,136K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1775636698409374137,tweet_id:1775636698409374137
Binance,@binance,2024-04-03T14:00:32.000Z,True,"Celebrate the upcoming #Bitcoin halving with the #Binance Futures Ultimate Challenge.

Join the daily price prediction and weekly task challenges for a chance to win #BTC rewards and a Tesla Model Y!

Join now ➡️ https://binance.com/en/events/bitcoin-halving?ref=AZTKZ9XS&utm_source=BinanceTwitter&utm_medium=GlobalSocial&utm_campaign=GlobalSocial…",227,135,661,107K,"['#Bitcoin', '#Binance', '#BTC']",[],['\\u27a1\\ufe0f'],https://pbs.twimg.com/profile_images/1744289390736613378/alcfxov3_normal.jpg,https://twitter.com/binance/status/1775523786499993680,tweet_id:1775523786499993680
Ash Crypto,@Ashcryptoreal,2024-04-03T13:36:41.000Z,True,🚨 BREAKING 🚨GRAYSCALE HAS TRANSFERRED 1983 BTC WORTH $131.4 MILLION TO COINBASE,519,346,1.9K,196K,[],[],"['\\U0001f6a8', '\\U0001f6a8']",https://pbs.twimg.com/profile_images/1699992200392712192/vA21X1rr_normal.jpg,https://twitter.com/Ashcryptoreal/status/1775517780621627445,tweet_id:1775517780621627445
Crypto Rover,@rovercrc,2024-04-03T15:32:00.000Z,True,"#Bitcoin always pumps after the halving.

- 1st Halving: +8,000%
- 2nd Halving: +3,000%
- 3rd Halving: +800%

In 15 days, the 4th halving is here.

Are you mentally prepared?",253,177,1.3K,87K,['#Bitcoin'],[],[],https://pbs.twimg.com/profile_images/1644208356523909122/M6D7PfWS_normal.jpg,https://twitter.com/rovercrc/status/1775546801720078675,tweet_id:1775546801720078675
President Biden,@POTUS,2024-04-02T20:11:49.000Z,True,"Today, I had a candid conversation with President Xi Jinping of the People’s Republic of China on a range of issues, including areas of cooperation and areas of difference.

I emphasized the importance of maintaining peace and stability across the Taiwan Strait and in the South…",5.8K,3.6K,15K,1.8M,[],[],[],https://pbs.twimg.com/profile_images/1380530524779859970/TfwVAbyX_normal.jpg,https://twitter.com/POTUS/status/1775254834272211075,tweet_id:1775254834272211075
Cardi B,@iamcardib,2024-04-03T19:40:46.000Z,True,Same reason why you felt comfortable calling me a Mexican when I’m Dominican and I asked you why you feel comfortable calling me a Mexican when ice and jharell Jerome Zoe Saldana are Dominicans and you don’t do that to them. You do it to me because you know that’s what people use…,1.3K,2.9K,23K,18M,[],[],[],https://pbs.twimg.com/profile_images/1767309806073704448/biHbGkLx_normal.jpg,https://twitter.com/iamcardib/status/1775609407109243241,tweet_id:1775609407109243241
Nicki Minaj,@NICKIMINAJ,2024-04-03T04:55:29.000Z,True,#GagCityBaltimore IS TAKING IT!!!!!!!!!!!!!!!!!!!!!!!! DMV I MISSED YOUUUUUUUUUUUUUUUUUUUU!!!!!!!!!!YALL DONT KNOW MAN. 😩🛸🏙️ thank you. Idk what to say. The best night I’ve ever had on earth AND #GagCity. May God bless each & every one of you. I’ll never forget you. #HeavyOnIt,276,1.5K,9.1K,250K,"['#GagCityBaltimore', '#GagCity', '#HeavyOnIt']",[],"['\\U0001f629', '\\U0001f6f8', '\\U0001f3d9\\ufe0f']",https://pbs.twimg.com/profile_images/1717601605833695232/tmJ6cbTv_normal.jpg,https://twitter.com/NICKIMINAJ/status/1775386619865935918,tweet_id:1775386619865935918
Binance,@binance,2024-04-03T11:44:10.000Z,True,"#Binance respectfully requests that Tigran Gambaryan, who has no decision-making power in the company, is not held responsible while current discussions are ongoing between Binance and Nigerian government officials.#BringTigranHomeRead more 👇",395,397,1.2K,189K,"['#Binance', '#BringTigranHome']",[],['\\U0001f447'],https://pbs.twimg.com/profile_images/1744289390736613378/alcfxov3_normal.jpg,https://twitter.com/binance/status/1775489465554796648,tweet_id:1775489465554796648
NASA,@NASA,2024-04-03T17:07:37.000Z,True,"After 204 days, 3,264 orbits, and dozens of @ISS_Research experiments in space, @lunarloral is heading home.

Undocking and return coverage (on NASA+ and other platforms) begins at 8pm ET, Friday, April 5 (0000 UTC April 6): https://go.nasa.gov/3xwI9di",95,208,1.9K,496K,[],"['@ISS_Research', '@lunarloral']",[],https://pbs.twimg.com/profile_images/1321163587679784960/0ZxKlEKB_normal.jpg,https://twitter.com/NASA/status/1775570864798314684,tweet_id:1775570864798314684
Altcoin Daily,@AltcoinDailyio,2024-04-02T12:42:00.000Z,True,"Don't buy #Bitcoin for your first name.

Buy #Bitcoin for your last name.",388,1.2K,5.4K,235K,"['#Bitcoin', '#Bitcoin']",[],[],https://pbs.twimg.com/profile_images/1477451940611035136/hQByG8MW_normal.png,https://twitter.com/AltcoinDailyio/status/1775141631848845538,tweet_id:1775141631848845538
billboard,@billboard,2024-04-02T17:19:28.000Z,True,"Billie Eilish, Pearl Jam, Nicki Minaj Among 200 Artists Calling for Responsible AI Music Practices",2,2,40,15K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775211458894156278,tweet_id:1775211458894156278
BBC News (World),@BBCWorld,2024-04-04T01:49:52.000Z,True,School shooting brings up tough questions for Finland,31,18,64,61K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1775702293012226503,tweet_id:1775702293012226503
President Biden,@POTUS,2024-04-02T19:15:00.000Z,True,"Instead of seniors with diabetes paying as much as $400 a month for their insulin they so badly need, they now only have to pay $35 a month. Period.
 
I want to extend those savings to everyone who needs lifesaving insulin, whether you’re a senior or not.",2.8K,3.1K,11K,794K,[],[],[],https://pbs.twimg.com/profile_images/1380530524779859970/TfwVAbyX_normal.jpg,https://twitter.com/POTUS/status/1775240535088693626,tweet_id:1775240535088693626
Nicki Minaj,@NICKIMINAJ,2024-04-03T04:59:59.000Z,True,🫶🏽🎀,75,987,11K,256K,[],[],"['\\U0001faf6\\U0001f3fd', '\\U0001f380']",https://pbs.twimg.com/profile_images/1717601605833695232/tmJ6cbTv_normal.jpg,https://twitter.com/NICKIMINAJ/status/1775387750121828386,tweet_id:1775387750121828386
